Notes,Race,Race Code,Cancer Sites,Cancer Sites Code,Age Groups,Age Groups Code,Sex,Sex Code,Count
,American Indian or Alaska Native,1002-5,Hodgkin - Nodal,33011,60-64 years,60-64,Male,M,34
,American Indian or Alaska Native,1002-5,Hodgkin - Nodal,33011,65-69 years,65-69,Female,F,21
,American Indian or Alaska Native,1002-5,Hodgkin - Nodal,33011,65-69 years,65-69,Male,M,37
,American Indian or Alaska Native,1002-5,Hodgkin - Nodal,33011,70-74 years,70-74,Female,F,19
,American Indian or Alaska Native,1002-5,Hodgkin - Nodal,33011,70-74 years,70-74,Male,M,19
,American Indian or Alaska Native,1002-5,Non-Hodgkin Lymphoma,33041-33042,5-9 years,5-9,Male,M,25
,American Indian or Alaska Native,1002-5,Non-Hodgkin Lymphoma,33041-33042,10-14 years,10-14,Female,F,23
,American Indian or Alaska Native,1002-5,Non-Hodgkin Lymphoma,33041-33042,10-14 years,10-14,Male,M,58
,American Indian or Alaska Native,1002-5,Non-Hodgkin Lymphoma,33041-33042,15-19 years,15-19,Female,F,31
,American Indian or Alaska Native,1002-5,Non-Hodgkin Lymphoma,33041-33042,15-19 years,15-19,Male,M,43
,American Indian or Alaska Native,1002-5,Non-Hodgkin Lymphoma,33041-33042,20-24 years,20-24,Female,F,36
,American Indian or Alaska Native,1002-5,Non-Hodgkin Lymphoma,33041-33042,20-24 years,20-24,Male,M,53
,American Indian or Alaska Native,1002-5,Non-Hodgkin Lymphoma,33041-33042,25-29 years,25-29,Female,F,41
,American Indian or Alaska Native,1002-5,Non-Hodgkin Lymphoma,33041-33042,25-29 years,25-29,Male,M,71
,American Indian or Alaska Native,1002-5,Non-Hodgkin Lymphoma,33041-33042,30-34 years,30-34,Female,F,88
,American Indian or Alaska Native,1002-5,Non-Hodgkin Lymphoma,33041-33042,30-34 years,30-34,Male,M,116
,American Indian or Alaska Native,1002-5,Non-Hodgkin Lymphoma,33041-33042,35-39 years,35-39,Female,F,107
,American Indian or Alaska Native,1002-5,Non-Hodgkin Lymphoma,33041-33042,35-39 years,35-39,Male,M,145
,American Indian or Alaska Native,1002-5,Non-Hodgkin Lymphoma,33041-33042,40-44 years,40-44,Female,F,141
,American Indian or Alaska Native,1002-5,Non-Hodgkin Lymphoma,33041-33042,40-44 years,40-44,Male,M,183
,American Indian or Alaska Native,1002-5,Non-Hodgkin Lymphoma,33041-33042,45-49 years,45-49,Female,F,229
,American Indian or Alaska Native,1002-5,Non-Hodgkin Lymphoma,33041-33042,45-49 years,45-49,Male,M,244
,American Indian or Alaska Native,1002-5,Non-Hodgkin Lymphoma,33041-33042,50-54 years,50-54,Female,F,320
,American Indian or Alaska Native,1002-5,Non-Hodgkin Lymphoma,33041-33042,50-54 years,50-54,Male,M,351
,American Indian or Alaska Native,1002-5,Non-Hodgkin Lymphoma,33041-33042,55-59 years,55-59,Female,F,429
,American Indian or Alaska Native,1002-5,Non-Hodgkin Lymphoma,33041-33042,55-59 years,55-59,Male,M,492
,American Indian or Alaska Native,1002-5,Non-Hodgkin Lymphoma,33041-33042,60-64 years,60-64,Female,F,453
,American Indian or Alaska Native,1002-5,Non-Hodgkin Lymphoma,33041-33042,60-64 years,60-64,Male,M,549
,American Indian or Alaska Native,1002-5,Non-Hodgkin Lymphoma,33041-33042,65-69 years,65-69,Female,F,503
,American Indian or Alaska Native,1002-5,Non-Hodgkin Lymphoma,33041-33042,65-69 years,65-69,Male,M,547
,American Indian or Alaska Native,1002-5,Non-Hodgkin Lymphoma,33041-33042,70-74 years,70-74,Female,F,466
,American Indian or Alaska Native,1002-5,Non-Hodgkin Lymphoma,33041-33042,70-74 years,70-74,Male,M,473
,American Indian or Alaska Native,1002-5,Non-Hodgkin Lymphoma,33041-33042,75-79 years,75-79,Female,F,413
,American Indian or Alaska Native,1002-5,Non-Hodgkin Lymphoma,33041-33042,75-79 years,75-79,Male,M,366
,American Indian or Alaska Native,1002-5,Non-Hodgkin Lymphoma,33041-33042,80-84 years,80-84,Female,F,310
,American Indian or Alaska Native,1002-5,Non-Hodgkin Lymphoma,33041-33042,80-84 years,80-84,Male,M,254
,American Indian or Alaska Native,1002-5,Non-Hodgkin Lymphoma,33041-33042,85+ years,85,Female,F,207
,American Indian or Alaska Native,1002-5,Non-Hodgkin Lymphoma,33041-33042,85+ years,85,Male,M,140
,American Indian or Alaska Native,1002-5,NHL - Nodal,33041,5-9 years,5-9,Male,M,18
,American Indian or Alaska Native,1002-5,NHL - Nodal,33041,10-14 years,10-14,Male,M,42
,American Indian or Alaska Native,1002-5,NHL - Nodal,33041,15-19 years,15-19,Female,F,17
,American Indian or Alaska Native,1002-5,NHL - Nodal,33041,15-19 years,15-19,Male,M,31
,American Indian or Alaska Native,1002-5,NHL - Nodal,33041,20-24 years,20-24,Female,F,22
,American Indian or Alaska Native,1002-5,NHL - Nodal,33041,20-24 years,20-24,Male,M,36
,American Indian or Alaska Native,1002-5,NHL - Nodal,33041,25-29 years,25-29,Female,F,26
,American Indian or Alaska Native,1002-5,NHL - Nodal,33041,25-29 years,25-29,Male,M,52
,American Indian or Alaska Native,1002-5,NHL - Nodal,33041,30-34 years,30-34,Female,F,42
,American Indian or Alaska Native,1002-5,NHL - Nodal,33041,30-34 years,30-34,Male,M,78
,American Indian or Alaska Native,1002-5,NHL - Nodal,33041,35-39 years,35-39,Female,F,63
,American Indian or Alaska Native,1002-5,NHL - Nodal,33041,35-39 years,35-39,Male,M,97
,American Indian or Alaska Native,1002-5,NHL - Nodal,33041,40-44 years,40-44,Female,F,74
,American Indian or Alaska Native,1002-5,NHL - Nodal,33041,40-44 years,40-44,Male,M,122
,American Indian or Alaska Native,1002-5,NHL - Nodal,33041,45-49 years,45-49,Female,F,159
,American Indian or Alaska Native,1002-5,NHL - Nodal,33041,45-49 years,45-49,Male,M,168
,American Indian or Alaska Native,1002-5,NHL - Nodal,33041,50-54 years,50-54,Female,F,219
,American Indian or Alaska Native,1002-5,NHL - Nodal,33041,50-54 years,50-54,Male,M,249
,American Indian or Alaska Native,1002-5,NHL - Nodal,33041,55-59 years,55-59,Female,F,282
,American Indian or Alaska Native,1002-5,NHL - Nodal,33041,55-59 years,55-59,Male,M,350
,American Indian or Alaska Native,1002-5,NHL - Nodal,33041,60-64 years,60-64,Female,F,298
,American Indian or Alaska Native,1002-5,NHL - Nodal,33041,60-64 years,60-64,Male,M,386
,American Indian or Alaska Native,1002-5,NHL - Nodal,33041,65-69 years,65-69,Female,F,350
,American Indian or Alaska Native,1002-5,NHL - Nodal,33041,65-69 years,65-69,Male,M,381
,American Indian or Alaska Native,1002-5,NHL - Nodal,33041,70-74 years,70-74,Female,F,304
,American Indian or Alaska Native,1002-5,NHL - Nodal,33041,70-74 years,70-74,Male,M,320
,American Indian or Alaska Native,1002-5,NHL - Nodal,33041,75-79 years,75-79,Female,F,277
,American Indian or Alaska Native,1002-5,NHL - Nodal,33041,75-79 years,75-79,Male,M,259
,American Indian or Alaska Native,1002-5,NHL - Nodal,33041,80-84 years,80-84,Female,F,211
,American Indian or Alaska Native,1002-5,NHL - Nodal,33041,80-84 years,80-84,Male,M,179
,American Indian or Alaska Native,1002-5,NHL - Nodal,33041,85+ years,85,Female,F,125
,American Indian or Alaska Native,1002-5,NHL - Nodal,33041,85+ years,85,Male,M,89
,American Indian or Alaska Native,1002-5,NHL - Extranodal,33042,10-14 years,10-14,Male,M,16
,American Indian or Alaska Native,1002-5,NHL - Extranodal,33042,20-24 years,20-24,Male,M,17
,American Indian or Alaska Native,1002-5,NHL - Extranodal,33042,25-29 years,25-29,Male,M,19
,American Indian or Alaska Native,1002-5,NHL - Extranodal,33042,30-34 years,30-34,Female,F,46
,American Indian or Alaska Native,1002-5,NHL - Extranodal,33042,30-34 years,30-34,Male,M,38
,American Indian or Alaska Native,1002-5,NHL - Extranodal,33042,35-39 years,35-39,Female,F,44
,American Indian or Alaska Native,1002-5,NHL - Extranodal,33042,35-39 years,35-39,Male,M,48
,American Indian or Alaska Native,1002-5,NHL - Extranodal,33042,40-44 years,40-44,Female,F,67
,American Indian or Alaska Native,1002-5,NHL - Extranodal,33042,40-44 years,40-44,Male,M,61
,American Indian or Alaska Native,1002-5,NHL - Extranodal,33042,45-49 years,45-49,Female,F,70
,American Indian or Alaska Native,1002-5,NHL - Extranodal,33042,45-49 years,45-49,Male,M,76
,American Indian or Alaska Native,1002-5,NHL - Extranodal,33042,50-54 years,50-54,Female,F,101
,American Indian or Alaska Native,1002-5,NHL - Extranodal,33042,50-54 years,50-54,Male,M,102
,American Indian or Alaska Native,1002-5,NHL - Extranodal,33042,55-59 years,55-59,Female,F,147
,American Indian or Alaska Native,1002-5,NHL - Extranodal,33042,55-59 years,55-59,Male,M,142
,American Indian or Alaska Native,1002-5,NHL - Extranodal,33042,60-64 years,60-64,Female,F,155
,American Indian or Alaska Native,1002-5,NHL - Extranodal,33042,60-64 years,60-64,Male,M,163
,American Indian or Alaska Native,1002-5,NHL - Extranodal,33042,65-69 years,65-69,Female,F,153
,American Indian or Alaska Native,1002-5,NHL - Extranodal,33042,65-69 years,65-69,Male,M,166
,American Indian or Alaska Native,1002-5,NHL - Extranodal,33042,70-74 years,70-74,Female,F,162
,American Indian or Alaska Native,1002-5,NHL - Extranodal,33042,70-74 years,70-74,Male,M,153
,American Indian or Alaska Native,1002-5,NHL - Extranodal,33042,75-79 years,75-79,Female,F,136
,American Indian or Alaska Native,1002-5,NHL - Extranodal,33042,75-79 years,75-79,Male,M,107
,American Indian or Alaska Native,1002-5,NHL - Extranodal,33042,80-84 years,80-84,Female,F,99
,American Indian or Alaska Native,1002-5,NHL - Extranodal,33042,80-84 years,80-84,Male,M,75
,American Indian or Alaska Native,1002-5,NHL - Extranodal,33042,85+ years,85,Female,F,82
,American Indian or Alaska Native,1002-5,NHL - Extranodal,33042,85+ years,85,Male,M,51
,American Indian or Alaska Native,1002-5,Myeloma,34000,35-39 years,35-39,Female,F,20
,American Indian or Alaska Native,1002-5,Myeloma,34000,35-39 years,35-39,Male,M,39
,American Indian or Alaska Native,1002-5,Myeloma,34000,40-44 years,40-44,Female,F,50
,American Indian or Alaska Native,1002-5,Myeloma,34000,40-44 years,40-44,Male,M,56
,American Indian or Alaska Native,1002-5,Myeloma,34000,45-49 years,45-49,Female,F,82
,American Indian or Alaska Native,1002-5,Myeloma,34000,45-49 years,45-49,Male,M,102
,American Indian or Alaska Native,1002-5,Myeloma,34000,50-54 years,50-54,Female,F,128
,American Indian or Alaska Native,1002-5,Myeloma,34000,50-54 years,50-54,Male,M,156
,American Indian or Alaska Native,1002-5,Myeloma,34000,55-59 years,55-59,Female,F,199
,American Indian or Alaska Native,1002-5,Myeloma,34000,55-59 years,55-59,Male,M,230
,American Indian or Alaska Native,1002-5,Myeloma,34000,60-64 years,60-64,Female,F,227
,American Indian or Alaska Native,1002-5,Myeloma,34000,60-64 years,60-64,Male,M,249
,American Indian or Alaska Native,1002-5,Myeloma,34000,65-69 years,65-69,Female,F,257
,American Indian or Alaska Native,1002-5,Myeloma,34000,65-69 years,65-69,Male,M,295
,American Indian or Alaska Native,1002-5,Myeloma,34000,70-74 years,70-74,Female,F,237
,American Indian or Alaska Native,1002-5,Myeloma,34000,70-74 years,70-74,Male,M,243
,American Indian or Alaska Native,1002-5,Myeloma,34000,75-79 years,75-79,Female,F,171
,American Indian or Alaska Native,1002-5,Myeloma,34000,75-79 years,75-79,Male,M,181
,American Indian or Alaska Native,1002-5,Myeloma,34000,80-84 years,80-84,Female,F,129
,American Indian or Alaska Native,1002-5,Myeloma,34000,80-84 years,80-84,Male,M,133
,American Indian or Alaska Native,1002-5,Myeloma,34000,85+ years,85,Female,F,90
,American Indian or Alaska Native,1002-5,Myeloma,34000,85+ years,85,Male,M,69
,American Indian or Alaska Native,1002-5,Leukemias,35011-35043,< 1 year,1,Female,F,18
,American Indian or Alaska Native,1002-5,Leukemias,35011-35043,< 1 year,1,Male,M,21
,American Indian or Alaska Native,1002-5,Leukemias,35011-35043,1-4 years,1-4,Female,F,159
,American Indian or Alaska Native,1002-5,Leukemias,35011-35043,1-4 years,1-4,Male,M,232
,American Indian or Alaska Native,1002-5,Leukemias,35011-35043,5-9 years,5-9,Female,F,102
,American Indian or Alaska Native,1002-5,Leukemias,35011-35043,5-9 years,5-9,Male,M,136
,American Indian or Alaska Native,1002-5,Leukemias,35011-35043,10-14 years,10-14,Female,F,91
,American Indian or Alaska Native,1002-5,Leukemias,35011-35043,10-14 years,10-14,Male,M,91
,American Indian or Alaska Native,1002-5,Leukemias,35011-35043,15-19 years,15-19,Female,F,85
,American Indian or Alaska Native,1002-5,Leukemias,35011-35043,15-19 years,15-19,Male,M,121
,American Indian or Alaska Native,1002-5,Leukemias,35011-35043,20-24 years,20-24,Female,F,74
,American Indian or Alaska Native,1002-5,Leukemias,35011-35043,20-24 years,20-24,Male,M,112
,American Indian or Alaska Native,1002-5,Leukemias,35011-35043,25-29 years,25-29,Female,F,83
,American Indian or Alaska Native,1002-5,Leukemias,35011-35043,25-29 years,25-29,Male,M,102
,American Indian or Alaska Native,1002-5,Leukemias,35011-35043,30-34 years,30-34,Female,F,102
,American Indian or Alaska Native,1002-5,Leukemias,35011-35043,30-34 years,30-34,Male,M,89
,American Indian or Alaska Native,1002-5,Leukemias,35011-35043,35-39 years,35-39,Female,F,113
,American Indian or Alaska Native,1002-5,Leukemias,35011-35043,35-39 years,35-39,Male,M,116
,American Indian or Alaska Native,1002-5,Leukemias,35011-35043,40-44 years,40-44,Female,F,106
,American Indian or Alaska Native,1002-5,Leukemias,35011-35043,40-44 years,40-44,Male,M,144
,American Indian or Alaska Native,1002-5,Leukemias,35011-35043,45-49 years,45-49,Female,F,147
,American Indian or Alaska Native,1002-5,Leukemias,35011-35043,45-49 years,45-49,Male,M,145
,American Indian or Alaska Native,1002-5,Leukemias,35011-35043,50-54 years,50-54,Female,F,188
,American Indian or Alaska Native,1002-5,Leukemias,35011-35043,50-54 years,50-54,Male,M,264
,American Indian or Alaska Native,1002-5,Leukemias,35011-35043,55-59 years,55-59,Female,F,255
,American Indian or Alaska Native,1002-5,Leukemias,35011-35043,55-59 years,55-59,Male,M,318
,American Indian or Alaska Native,1002-5,Leukemias,35011-35043,60-64 years,60-64,Female,F,244
,American Indian or Alaska Native,1002-5,Leukemias,35011-35043,60-64 years,60-64,Male,M,338
,American Indian or Alaska Native,1002-5,Leukemias,35011-35043,65-69 years,65-69,Female,F,257
,American Indian or Alaska Native,1002-5,Leukemias,35011-35043,65-69 years,65-69,Male,M,385
,American Indian or Alaska Native,1002-5,Leukemias,35011-35043,70-74 years,70-74,Female,F,270
,American Indian or Alaska Native,1002-5,Leukemias,35011-35043,70-74 years,70-74,Male,M,375
,American Indian or Alaska Native,1002-5,Leukemias,35011-35043,75-79 years,75-79,Female,F,215
,American Indian or Alaska Native,1002-5,Leukemias,35011-35043,75-79 years,75-79,Male,M,276
,American Indian or Alaska Native,1002-5,Leukemias,35011-35043,80-84 years,80-84,Female,F,124
,American Indian or Alaska Native,1002-5,Leukemias,35011-35043,80-84 years,80-84,Male,M,183
,American Indian or Alaska Native,1002-5,Leukemias,35011-35043,85+ years,85,Female,F,153
,American Indian or Alaska Native,1002-5,Leukemias,35011-35043,85+ years,85,Male,M,117
,American Indian or Alaska Native,1002-5,Acute Lymphocytic Leukemia,35011,1-4 years,1-4,Female,F,133
,American Indian or Alaska Native,1002-5,Acute Lymphocytic Leukemia,35011,1-4 years,1-4,Male,M,196
,American Indian or Alaska Native,1002-5,Acute Lymphocytic Leukemia,35011,5-9 years,5-9,Female,F,87
,American Indian or Alaska Native,1002-5,Acute Lymphocytic Leukemia,35011,5-9 years,5-9,Male,M,115
,American Indian or Alaska Native,1002-5,Acute Lymphocytic Leukemia,35011,10-14 years,10-14,Female,F,52
,American Indian or Alaska Native,1002-5,Acute Lymphocytic Leukemia,35011,10-14 years,10-14,Male,M,65
,American Indian or Alaska Native,1002-5,Acute Lymphocytic Leukemia,35011,15-19 years,15-19,Female,F,40
,American Indian or Alaska Native,1002-5,Acute Lymphocytic Leukemia,35011,15-19 years,15-19,Male,M,78
,American Indian or Alaska Native,1002-5,Acute Lymphocytic Leukemia,35011,20-24 years,20-24,Female,F,31
,American Indian or Alaska Native,1002-5,Acute Lymphocytic Leukemia,35011,20-24 years,20-24,Male,M,49
,American Indian or Alaska Native,1002-5,Acute Lymphocytic Leukemia,35011,25-29 years,25-29,Female,F,22
,American Indian or Alaska Native,1002-5,Acute Lymphocytic Leukemia,35011,25-29 years,25-29,Male,M,31
,American Indian or Alaska Native,1002-5,Acute Lymphocytic Leukemia,35011,30-34 years,30-34,Male,M,17
,American Indian or Alaska Native,1002-5,Acute Lymphocytic Leukemia,35011,35-39 years,35-39,Female,F,23
,American Indian or Alaska Native,1002-5,Acute Lymphocytic Leukemia,35011,35-39 years,35-39,Male,M,19
,American Indian or Alaska Native,1002-5,Acute Lymphocytic Leukemia,35011,40-44 years,40-44,Male,M,23
,American Indian or Alaska Native,1002-5,Acute Lymphocytic Leukemia,35011,45-49 years,45-49,Female,F,19
,American Indian or Alaska Native,1002-5,Acute Lymphocytic Leukemia,35011,50-54 years,50-54,Female,F,27
,American Indian or Alaska Native,1002-5,Acute Lymphocytic Leukemia,35011,50-54 years,50-54,Male,M,19
,American Indian or Alaska Native,1002-5,Acute Lymphocytic Leukemia,35011,55-59 years,55-59,Female,F,32
,American Indian or Alaska Native,1002-5,Acute Lymphocytic Leukemia,35011,55-59 years,55-59,Male,M,22
,American Indian or Alaska Native,1002-5,Acute Lymphocytic Leukemia,35011,60-64 years,60-64,Female,F,18
,American Indian or Alaska Native,1002-5,Acute Lymphocytic Leukemia,35011,60-64 years,60-64,Male,M,20
,American Indian or Alaska Native,1002-5,Acute Lymphocytic Leukemia,35011,65-69 years,65-69,Male,M,16
,American Indian or Alaska Native,1002-5,Chronic Lymphocytic Leukemia,35012,40-44 years,40-44,Male,M,20
